FAMILY	GENUS	SPECIES	CAAB CODE
Terapontidae	Mesopristes	argenteus	37321019
Macrouridae	Mesovagus	spp	37232919
Macrouridae	Mesovagus	antipodum	37232035
Macrouridae	Mesovagus	berryi	37232065
Styelidae	Metandrocarpa	spp	35033908
Styelidae	Metandrocarpa	agitata	35033015
Styelidae	Metandrocarpa	indica	35033016
Styelidae	Metandrocarpa	miniscula	35033017
Veliferidae	Metavelifer	spp	37269901
Veliferidae	Metavelifer	multiradiatus	37269001
Myctophidae	Metelectrona	spp	37122918
Myctophidae	Metelectrona	herwigi	37122107
Myctophidae	Metelectrona	ventralis	37122016
Monacanthidae	Meuschenia	spp	37465902
Monacanthidae	Meuschenia	australis	37465008
Monacanthidae	Meuschenia	flavolineata	37465035
Monacanthidae	Meuschenia	freycineti	37465036
Monacanthidae	Meuschenia	galii	37465040
Monacanthidae	Meuschenia	hippocrepis	37465004
Monacanthidae	Meuschenia	scaber	37465005
Monacanthidae	Meuschenia	trachylepis	37465059
Monacanthidae	Meuschenia	venusta	37465060
Bythitidae	Microbrotula	spp	37228940
Bythitidae	Microbrotula	andersoni	37228115
Bythitidae	Microbrotula	bentleyi	37228087
Bythitidae	Microbrotula	queenslandica	37228088
Scorpididae	Microcanthus	spp	37361904
Scorpididae	Microcanthus	strigatus	37361005
Pyuridae	Microcosmus	spp	35032909
Pyuridae	Microcosmus	australis	35032009
Pyuridae	Microcosmus	curvus	35032010
Pyuridae	Microcosmus	exasperatus	35032011
Pyuridae	Microcosmus	helleri	35032012
Pyuridae	Microcosmus	madagascariensis	35032013
Pyuridae	Microcosmus	planus	35032014
Pyuridae	Microcosmus	propinquus	35032015
Pyuridae	Microcosmus	pupa	35032016
Pyuridae	Microcosmus	squamiger	35032017
Pyuridae	Microcosmus	stoloniferus	35032018
Pyuridae	Microcosmus	tuberculatus	35032019
Plurellidae	Microgastra	spp	35005901
Plurellidae	Microgastra	granosa	35005001
Syngnathidae	Micrognathus	spp	37282924
Syngnathidae	Micrognathus	andersonii	37282086
Syngnathidae	Micrognathus	micronotopterus	37282088
Syngnathidae	Micrognathus	natans	37282089
Syngnathidae	Micrognathus	pygmaeus	37282087
Gadidae	Micromesistius	spp	37226905
Gadidae	Micromesistius	australis	37226795
Syngnathidae	Microphis	spp	37282925
Syngnathidae	Microphis	brachyurus	37282090
Syngnathidae	Microphis	manadensis	37282091
Alepocephalidae	Microphotolepis	spp	37114912
Alepocephalidae	Microphotolepis	schmidti	37114022
Microstomatidae	Microstoma	spp	37097903
Microstomatidae	Microstoma	australis	37097002
Eleotridae	Milyeringa	spp	37429912
Eleotridae	Milyeringa	justitia	37429063
Eleotridae	Milyeringa	veritas	37429032
Blenniidae	Mimoblennius	spp	37408914
Blenniidae	Mimoblennius	atrocinctus	37408056
Synanceiidae	Minous	spp	37287924
Synanceiidae	Minous	cf <i>pusillus</i>	37287814
Synanceiidae	Minous	cf <i>quincarinatus</i>	37287813
Synanceiidae	Minous	coccineus	37287029
Synanceiidae	Minous	trachycephalus	37287024
Synanceiidae	Minous	versicolor	37287021
Gobiidae	Minysicya	spp	37428953
Gobiidae	Minysicya	caudimaculata	37428355
Callionymidae	Minysynchiropus	spp	37427909
Callionymidae	Minysynchiropus	claudiae	37427042
Alepocephalidae	Mirognathus	spp	37114913
Alepocephalidae	Mirognathus	normani	37114015
Cobitidae	Misgurnus	spp	37170901
Cobitidae	Misgurnus	anguillicaudatus	37170001
Syngnathidae	Mitotichthys	spp	37282926
Syngnathidae	Mitotichthys	meraculus	37282092
Syngnathidae	Mitotichthys	mollisoni	37282022
Syngnathidae	Mitotichthys	semistriatus	37282015
Syngnathidae	Mitotichthys	tuckeri	37282025
Mitsukurinidae	Mitsukurina	spp	37009902
Mitsukurinidae	Mitsukurina	owstoni	37009002
Mobulidae	Mobula	spp	37041902
Mobulidae	Mobula	eregoodootenkee	37041001
Mobulidae	Mobula	japanica	37041002
Mobulidae	Mobula	tarapacana	37041006
Mobulidae	Mobula	thurstoni	37041003
Eleotridae	Mogurnda	spp	37429913
Eleotridae	Mogurnda	adspersa	37429033
Eleotridae	Mogurnda	clivicola	37429051
Eleotridae	Mogurnda	larapintae	37429055
Eleotridae	Mogurnda	mogurnda	37429034
Eleotridae	Mogurnda	oligolepis	37429056
Eleotridae	Mogurnda	thermophila	37429052
Molidae	Mola	spp	37470902
Molidae	Mola	mola	37470002
Molidae	Mola	ramsayi	37470001
Molgulidae	Molgula	spp	35031902
Molgulidae	Molgula	calvata	35031004
Molgulidae	Molgula	delicata	35031021
Molgulidae	Molgula	diversa	35031005
Molgulidae	Molgula	ellistoni	35031006
Molgulidae	Molgula	elva	35031018
Molgulidae	Molgula	euplicata	35031019
Molgulidae	Molgula	ficus	35031007
Molgulidae	Molgula	gigantea	35031023
Molgulidae	Molgula	herdmanina	35031022
Molgulidae	Molgula	hodgsoni	35031024
Molgulidae	Molgula	incidata	35031008
Molgulidae	Molgula	malvinensis	35031009
Molgulidae	Molgula	manhattensis	35031010
Molgulidae	Molgula	mollis	35031011
Molgulidae	Molgula	mortenseni	35031012
Molgulidae	Molgula	pedunculata	35031017
Molgulidae	Molgula	riddlei	35031020
Molgulidae	Molgula	rima	35031013
Molgulidae	Molgula	sabulosa	35031014
Molgulidae	Molgula	sphaera	35031015
Monacanthidae	Monacanthus	spp	37465921
Monacanthidae	Monacanthus	chinensis	37465009
Styelidae	Monandrocarpa	spp	35033909
Styelidae	Monandrocarpa	plana	35033088
Protopolyclinidae	Monniotus	spp	35020902
Protopolyclinidae	Monniotus	australis	35020002
Protopolyclinidae	Monniotus	radiatus	35020003
Monocentrididae	Monocentris	spp	37259902
Monocentrididae	Monocentris	japonica	37259002
Monodactylidae	Monodactylus	spp	37356901
Monodactylidae	Monodactylus	argenteus	37356002
Ophidiidae	Monomitopus	spp	37228941
Ophidiidae	Monomitopus	cf <i>kumae</i>	37228079
Ophidiidae	Monomitopus	garmani	37228078
Ophidiidae	Monomitopus	sp. C [in National Fish Collection]	37228082
Ophidiidae	Monomitopus	vitiazi	37228086
Synbranchidae	Monopterus	spp	37285901
Synbranchidae	Monopterus	albus	37285001
Lethrinidae	Monotaxis	spp	37351906
Lethrinidae	Monotaxis	grandoculis	37351026
Lethrinidae	Monotaxis	heterodon	37351032
Moridae	Mora	spp	37224913
Moridae	Mora	moro	37224002
Polyclinidae	Morchellium	spp	35019904
Polyclinidae	Morchellium	albidum	35019051
Polyclinidae	Morchellium	pannosum	35019052
Petromyzontidae	Mordacia	spp	37003902
Petromyzontidae	Mordacia	mordax	37003002
Petromyzontidae	Mordacia	praecox	37003003
Moringuidae	Moringua	spp	37057901
Moringuidae	Moringua	abbreviata	37057005
Moringuidae	Moringua	ferruginea	37057001
Moringuidae	Moringua	javanica	37057002
Moringuidae	Moringua	microchir	37057003
Mugilidae	Mugil	spp	37381904
Mugilidae	Mugil	broussonnetii	37381018
Mugilidae	Mugil	cephalus	37381002
Gobiidae	Mugilogobius	spp	37428954
Gobiidae	Mugilogobius	filifer	37428350
Gobiidae	Mugilogobius	littoralis	37428351
Gobiidae	Mugilogobius	mertoni	37428352
Gobiidae	Mugilogobius	notospilus	37428189
Gobiidae	Mugilogobius	platynotus	37428190
Gobiidae	Mugilogobius	platystomus	37428191
Gobiidae	Mugilogobius	rivulus	37428353
Gobiidae	Mugilogobius	stigmaticus	37428192
Gobiidae	Mugilogobius	wilsoni	37428354
Mullidae	Mulloidichthys	spp	37355901
Mullidae	Mulloidichthys	flavolineatus	37355019
Mullidae	Mulloidichthys	vanicolensis	37355020
Muraenesocidae	Muraenesox	spp	37063901
Muraenesocidae	Muraenesox	bagio	37063003
Muraenesocidae	Muraenesox	cinereus	37063002
Ophichthidae	Muraenichthys	spp	37068911
Ophichthidae	Muraenichthys	thompsoni	37068039
Ophichthidae	Muraenichthys	velinasalis	37068058
Muraenolepididae	Muraenolepis	spp	37223901
Muraenolepididae	Muraenolepis	cf <i>orangiensis</i>	37223001
Muraenolepididae	Muraenolepis	evseenkoi	37223002
Muraenolepididae	Muraenolepis	marmorata	37223750
Muraenolepididae	Muraenolepis	orangiensis	37223752
Triakidae	Mustelus	spp	37017901
Triakidae	Mustelus	antarcticus	37017001
Triakidae	Mustelus	lenticulatus	37017750
Triakidae	Mustelus	ravidus	37017005
Triakidae	Mustelus	stevensi	37017012
Triakidae	Mustelus	walkeri	37017011
Myctophidae	Myctophum	spp	37122919
Myctophidae	Myctophum	asperum	37122009
Myctophidae	Myctophum	brachygnathum	37122055
Myctophidae	Myctophum	nitidulum	37122056
Myctophidae	Myctophum	obtusirostre	37122099
Myctophidae	Myctophum	orientale	37122057
Myctophidae	Myctophum	phengodes	37122003
Myctophidae	Myctophum	selenops	37122100
Myctophidae	Myctophum	spinosum	37122101
Gobiidae	Myersina	spp	37428955
Gobiidae	Myersina	macrostoma	37428341
Gobiidae	Myersina	nigrivirgata	37428194
Ophichthidae	Myrichthys	spp	37068912
Ophichthidae	Myrichthys	colubrinus	37068025
Ophichthidae	Myrichthys	maculosus	37068026
Holocentridae	Myripristis	spp	37261901
Holocentridae	Myripristis	adusta	37261008
Holocentridae	Myripristis	berndti	37261006
Holocentridae	Myripristis	botche	37261004
Holocentridae	Myripristis	chryseres	37261009
Holocentridae	Myripristis	hexagona	37261010
Holocentridae	Myripristis	kuntee	37261011
Holocentridae	Myripristis	murdjan	37261002
Holocentridae	Myripristis	pralinia	37261013
Holocentridae	Myripristis	violacea	37261014
Holocentridae	Myripristis	vittata	37261015
Ophichthidae	Myrophis	spp	37068913
Ophichthidae	Myrophis	microchir	37068040
Mugilidae	Myxus	spp	37381905
Mugilidae	Myxus	elongatus	37381003
Kuhliidae	Nannatherina	spp	37323903
Kuhliidae	Nannatherina	balstoni	37323006
Myctophidae	Nannobrachium	spp	37122920
Myctophidae	Nannobrachium	achirus	37122096
Myctophidae	Nannobrachium	atrum	37122049
Syngnathidae	Nannocampus	spp	37282927
Syngnathidae	Nannocampus	lindemanensis	37282093
Syngnathidae	Nannocampus	subosseus	37282094
Kuhliidae	Nannoperca	spp	37323904
Kuhliidae	Nannoperca	australis	37323001
Kuhliidae	Nannoperca	obscura	37323007
Kuhliidae	Nannoperca	oxleyana	37323008
Kuhliidae	Nannoperca	variegata	37323009
Blenniidae	Nannosalarias	spp	37408915
Blenniidae	Nannosalarias	nativitatis	37408057
Microstomatidae	Nansenia	spp	37097904
Microstomatidae	Nansenia	ardesiaca	37097004
Alepocephalidae	Narcetes	spp	37114914
Alepocephalidae	Narcetes	lloydi	37114016
Alepocephalidae	Narcetes	stomias	37114026
Narcinidae	Narcinops	spp	37028902
Narcinidae	Narcinops	lasti	37028004
Narcinidae	Narcinops	nelsoni	37028008
Narcinidae	Narcinops	ornata	37028007
Narcinidae	Narcinops	tasmaniensis	37028002
Narcinidae	Narcinops	westraliensis	37028005
Acanthuridae	Naso	spp	37437903
Acanthuridae	Naso	annulatus	37437024
Acanthuridae	Naso	brachycentron	37437025
Acanthuridae	Naso	brevirostris	37437026
Acanthuridae	Naso	caeruleacauda	37437045
Acanthuridae	Naso	caesius	37437046
Acanthuridae	Naso	elegans	37437052
Acanthuridae	Naso	fageni	37437027
Acanthuridae	Naso	hexacanthus	37437028
Acanthuridae	Naso	lituratus	37437029
Acanthuridae	Naso	lopezi	37437030
Acanthuridae	Naso	maculatus	37437038
Acanthuridae	Naso	mcdadei	37437003
Acanthuridae	Naso	minor	37437043
Acanthuridae	Naso	reticulatus	37437049
Acanthuridae	Naso	thorpei	37437039
Acanthuridae	Naso	thynnoides	37437040
Acanthuridae	Naso	tonganus	37437047
Acanthuridae	Naso	tuberosus	37437048
Acanthuridae	Naso	unicornis	37437031
Acanthuridae	Naso	vlamingii	37437032
Carangidae	Naucrates	spp	37337921
Carangidae	Naucrates	ductor	37337040
Gempylidae	Nealotus	spp	37439905
Gempylidae	Nealotus	tripes	37439011
Apogonidae	Neamia	spp	37327913
Apogonidae	Neamia	articycla	37327161
Apogonidae	Neamia	octospina	37327105
Scorpididae	Neatypus	spp	37361905
Scorpididae	Neatypus	obliquus	37361002
Ginglymostomatidae	Nebrius	spp	37013905
Ginglymostomatidae	Nebrius	ferrugineus	37013010
Apogonidae	Nectamia	spp	37327914
Apogonidae	Nectamia	fusca	37327059
Apogonidae	Nectamia	luxuria	37327162
Apogonidae	Nectamia	savayensis	37327163
Apogonidae	Nectamia	viria	37327164
Ophichthidae	Neenchelys	spp	37068914
Ophichthidae	Neenchelys	cheni	37068027
Carcharhinidae	Negaprion	spp	37018910
Carcharhinidae	Negaprion	acutidens	37018029
Monacanthidae	Nelusetta	spp	37465922
Monacanthidae	Nelusetta	ayraud	37465006
Cheilodactylidae	Nemadactylus	spp	37377904
Cheilodactylidae	Nemadactylus	douglasii	37377002
Cheilodactylidae	Nemadactylus	macropterus	37377003
Cheilodactylidae	Nemadactylus	valenciennesi	37377004
Ariidae	Nemapteryx	spp	37188906
Ariidae	Nemapteryx	armiger	37188011
Clupeidae	Nematalosa	spp	37085915
Clupeidae	Nematalosa	come	37085016
Clupeidae	Nematalosa	erebi	37085019
Clupeidae	Nematalosa	vlaminghi	37085017
Microdesmidae	Nemateleotris	spp	37435903
Microdesmidae	Nemateleotris	decora	37435007
Microdesmidae	Nemateleotris	magnifica	37435008
Pleuronectidae	Nematops	spp	37461904
Pleuronectidae	Nematops	macrochirus	37461019
Pleuronectidae	Nematops	microstoma	37461020
Nemichthyidae	Nemichthys	spp	37076903
Nemichthyidae	Nemichthys	curvirostris	37076001
Nemichthyidae	Nemichthys	scolopaceus	37076005
